content,label,tokens
落床是指浮动床失效后利用排水或停止进水的方法使床内树脂层下落的过程,0,"['落床', '是', '指', '浮动', '床', '失效', '后', '利用', '排水', '或', '停止', '进水', '的', '方法', '使床', '内', '树脂层', '下落', '的', '过程']"
浮动床落床要求树脂迅速下落避免乱层因为浮动床失效时其树脂大部分为失效型且为有序的排列下部树脂失效严重上部树脂特别是保护层树脂失效较轻,0,"['浮动', '床落床', '要求', '树脂', '迅速', '下落', '避免', '乱层', '因为', '浮动', '床', '失效', '时其', '树脂', '大部分', '为', '失效', '型且', '为', '有序', '的', '排列', '下部', '树脂', '失效', '严重', '上部', '树脂', '特别', '是', '保护层', '树脂', '失效', '较', '轻']"
在落床时树脂层和床内水做相对运动树脂颗粒穿过水层逐渐下落时由于树脂盐型即吸着的离子不同产生的微小密度差不同以及树脂颗粒大小的差异等都会使树脂层在下落时有小距离的窜动现象这种窜动会影响树脂层的平稳下移所以落床时间越长树脂就越容易乱层因此落床时必须尽快关闭出入口阀缩短浮动床的落床时间,0,"['在', '落床', '时', '树脂层', '和', '床', '内水', '做', '相对运动', '树脂', '颗粒', '穿过', '水层', '逐渐', '下落', '时', '由于', '树脂', '盐型', '即', '吸着', '的', '离子', '不同', '产生', '的', '微小', '密度', '差', '不同', '以及', '树脂', '颗粒', '大小', '的', '差异', '等', '都', '会', '使', '树脂层', '在', '下落', '时有', '小', '距离', '的', '窜', '动', '现象', '这种', '窜', '动会', '影响', '树脂层', '的', '平稳', '下移', '所以', '落床', '时间', '越长', '树脂', '就', '越', '容易', '乱层', '因此', '落床', '时', '必须', '尽快', '关闭', '出入口', '阀', '缩短', '浮动', '床', '的', '落床', '时间']"
,0,['nan']
,0,['nan']
浮动床落床有三种方法,0,"['浮动', '床落', '床', '有', '三种', '方法']"
重力落床浮动床失效后关闭出入口阀树脂依靠自身重力落床,0,"['重力', '落床', '浮动', '床', '失效', '后', '关闭', '出入口', '阀', '树脂', '依靠', '自身', '重力', '落床']"
此种方法落床后树脂层表面平整但落床时间较长,0,"['此种', '方法', '落床', '后', '树脂层', '表面', '平整', '但', '落床', '时间', '较长']"
压力落床浮动床失效后关入口阀开正洗排水阀树脂层依靠出口水压力落床,0,"['压力', '落床', '浮动', '床', '失效', '后关', '入口', '阀开', '正洗', '排水阀', '树脂层', '依靠', '出口', '水', '压力', '落床']"
此种落床方法时间短树脂层密实但落床后常在树脂层表面中部出现凹坑说明水流在树脂层内分配不均有乱层情况,0,"['此种', '落床', '方法', '时间', '短', '树脂层', '密实', '但', '落床', '后常', '在', '树脂层', '表面', '中部', '出现', '凹坑', '说明', '水流', '在', '树脂层', '内', '分配', '不均', '有乱层', '情况']"
排水落床浮动床失效床后关出入口阀开正洗排水阀树脂层在水层的作用下落床,0,"['排水', '落床', '浮动', '床', '失效', '床后关', '出入口', '阀开', '正洗', '排水阀', '树脂层', '在', '水层', '的', '作用', '下落', '床']"
此种落床方法时间短但树脂层表面中部有凹坑说明有乱层而且放水时容易出现空气进入树脂层的情况,0,"['此种', '落床', '方法', '时间', '短', '但', '树脂层', '表面', '中部', '有', '凹坑', '说明', '有乱层', '而且', '放水', '时', '容易', '出现', '空气', '进入', '树脂层', '的', '情况']"
备用的浮动床投运前为什么要正洗,1,"['备用', '的', '浮动', '床', '投运', '前', '为什么', '要', '正洗']"
再生合格的浮动床在备用期间会由于种种原因造成浮动床投运后的一段时间内出水质量降低所以为了保证浮动床投运后送出合格的水质在浮动床投运前要进行短时间的正洗,0,"['再生', '合格', '的', '浮动', '床', '在', '备用', '期间', '会', '由于', '种种原因', '造成', '浮动', '床', '投运', '后', '的', '一段时间', '内', '出水', '质量', '降低', '所以', '为了', '保证', '浮动', '床', '投运', '后', '送', '出', '合格', '的', '水质', '在', '浮动', '床', '投运', '前要', '进行', '短时间', '的', '正洗']"
造成备用浮动床出水质量降低的原因通常认为有如下几个方面,0,"['造成', '备用', '浮动', '床', '出水', '质量', '降低', '的', '原因', '通常', '认为', '有', '如下', '几个', '方面']"
浮动床备用时床内的水是不流动的从化学平稳的角度看会产生如下的逆反应,0,"['浮动', '床', '备用', '时床', '内', '的', '水', '是', '不', '流动', '的', '从', '化学', '平稳', '的', '角度看', '会', '产生', '如下', '的', '逆反应']"
,0,['nan']
逆反应的结果会使蓄积在床内的水质变差在浮动床刚投运时这部分不合格的水排出会造成出水质量变差,0,"['逆反应', '的', '结果', '会', '使', '蓄积', '在', '床', '内', '的', '水质', '变差', '在', '浮动', '床刚', '投运', '时', '这部分', '不', '合格', '的', '水', '排出', '会', '造成', '出水', '质量', '变差']"
杂质的污染关于这个问题有两种观点一种认为是蓄积在树脂层中的废再生液和再生产物的污染由于床内装置和水力分布等问题加之再生流速较低会有部分废再生产物和再生废液留在树脂层中由于运行时的流速远远高于再生流速所以可能会将部分废再生液和再生产物带到出水水中造成出水水质变差,0,"['杂质', '的', '污染', '关于', '这个', '问题', '有', '两种', '观点', '一种', '认为', '是', '蓄积', '在', '树脂层', '中', '的', '废', '再生', '液', '和', '再生产', '物', '的', '污染', '由于', '床内', '装置', '和', '水力', '分布', '等', '问题', '加之', '再生', '流速', '较', '低会', '有', '部分', '废', '再生产', '物', '和', '再生', '废液', '留在', '树脂层', '中', '由于', '运行', '时', '的', '流速', '远远', '高于', '再生', '流速', '所以', '可能', '会', '将', '部分', '废', '再生', '液', '和', '再生产', '物', '带到', '出水', '水中', '造成', '出水', '水质', '变差']"
另一种观点则认为是由于系统中的杂物如铁等的污染由于除盐水设备管道阀门等大都采用铁制成会有部分铁化物被带到浮动床中去从而造成出水水质的污染所以备用床在正式投运时要经过短时间的正洗,0,"['另', '一种', '观点', '则', '认为', '是', '由于', '系统', '中', '的', '杂物', '如铁', '等', '的', '污染', '由于', '除', '盐水', '设备', '管道', '阀门', '等', '大都', '采用', '铁', '制成', '会', '有', '部分', '铁化物', '被', '带到', '浮动', '床中', '去', '从而', '造成', '出水', '水质', '的', '污染', '所以', '备用', '床', '在', '正式', '投运', '时要', '经过', '短时间', '的', '正洗']"
浮动床在运行中应注意哪些问题,1,"['浮动', '床', '在', '运行', '中应', '注意', '哪些', '问题']"
浮动床在运行中应注意如下几个问题,0,"['浮动', '床', '在', '运行', '中应', '注意', '如下', '几个', '问题']"
要防止空气进入浮动床顺流床有约的空间为水垫层在进入空气后打开空气阀就可以用水把空气赶出来浮动床由于装满树脂一旦进入空气就会直接进入树脂中很难排净这些空气在树脂层中蓄积会影响再生效果和运行时的离子交换过程,0,"['要', '防止', '空气', '进入', '浮动', '床', '顺流', '床有', '约', '的', '空间', '为水', '垫层', '在', '进入', '空气', '后', '打开', '空气', '阀', '就', '可以', '用水', '把', '空气', '赶出来', '浮动', '床', '由于', '装满', '树脂', '一旦', '进入', '空气', '就', '会', '直接', '进入', '树脂', '中', '很', '难', '排净', '这些', '空气', '在', '树脂层', '中', '蓄积', '会', '影响', '再生', '效果', '和', '运行', '时', '的', '离子交换', '过程']"
浮动床在操作中必须采取措施严格防止空气进入浮动床中再生系统应严密酸碱计量箱应高于水射器等浮动床装倒形管以防止空气的漏入等,0,"['浮动', '床', '在', '操作', '中', '必须', '采取措施', '严格', '防止', '空气', '进入', '浮动', '床中', '再生', '系统', '应', '严密', '酸碱', '计量', '箱应', '高于', '水', '射器', '等', '浮动', '床装', '倒', '形管', '以', '防止', '空气', '的', '漏入', '等']"
应防止阴浮动床中混入阳树脂阴浮动床中混入少量的阳树脂会使阴浮动床运行时出水增高电导率增大所以应采取措施防止阴浮动床中混入阳树脂除了在保管与装卸树脂应特别注意外在阳床出口处安装树脂捕捉器也是十分必要的,0,"['应', '防止', '阴', '浮动', '床中', '混入', '阳', '树脂', '阴', '浮动', '床中', '混入', '少量', '的', '阳', '树脂', '会', '使', '阴', '浮动', '床', '运行', '时', '出水', '增高', '电导率', '增大', '所以', '应', '采取措施', '防止', '阴', '浮动', '床中', '混入', '阳', '树脂', '除了', '在', '保管', '与', '装卸', '树脂', '应', '特别', '注意', '外在阳床', '出口处', '安装', '树脂', '捕捉', '器', '也', '是', '十分必要', '的']"
入床水浑浊度要尽量小浮动床对入床的浑浊度有较高的要求一般要求浑浊度小于不少厂家曾因入床水浑浊度高出水质量变坏单耗上升的情况所以要做好入床水的预处理工作树脂的反洗工作也应及时彻底,0,"['入床', '水', '浑浊度', '要', '尽量', '小', '浮动', '床', '对', '入床', '的', '浑浊度', '有', '较', '高', '的', '要求', '一般', '要求', '浑浊度', '小于', '不少', '厂家', '曾', '因入', '床水', '浑浊度', '高出', '水', '质量', '变坏', '单耗', '上升', '的', '情况', '所以', '要', '做好', '入床', '水', '的', '预处理', '工作', '树脂', '的', '反洗', '工作', '也', '应', '及时', '彻底']"
水垫层的高度要适宜,0,"['水', '垫层', '的', '高度', '要', '适宜']"
置换水质量对保护层的再生度影响很大应尽可能降低其中的杂质离子浓度,0,"['置换', '水', '质量', '对', '保护层', '的', '再生', '度', '影响', '很大', '应', '尽可能', '降低', '其中', '的', '杂质', '离子', '浓度']"
在进行成床或落床操作时应使整个床层像活塞那样整体向上成床或落床防止出现偏流,0,"['在', '进行', '成床', '或', '落床', '操作', '时应', '使', '整个', '床层', '像', '活塞', '那样', '整体', '向上', '成床', '或', '落床', '防止出现', '偏流']"
为了使液流向上时不乱层并减少阻力不少单位采用了在树脂层的上部加一层高的聚乙烯白球这种做法应持慎重态度因为这方法有两个问题要注意一个是树脂导出体外反洗时树脂与白球的分离有一定困难另一个是在运行时细树脂颗粒从白球缝中进入白球层中时再生也洗不下来给浮床的运行造成了一定的困难,0,"['为了', '使液', '流向', '上时', '不乱层', '并', '减少', '阻力', '不少', '单位', '采用', '了', '在', '树脂层', '的', '上部', '加', '一层', '高', '的', '聚乙烯', '白球', '这种', '做法', '应持', '慎重', '态度', '因为', '这', '方法', '有', '两个', '问题', '要', '注意', '一个', '是', '树脂', '导出', '体外', '反洗', '时', '树脂', '与', '白球', '的', '分离', '有', '一定', '困难', '另', '一个', '是', '在', '运行', '时细', '树脂', '颗粒', '从白球', '缝', '中', '进入', '白球层', '中时', '再生', '也', '洗', '不', '下来', '给', '浮床', '的', '运行', '造成', '了', '一定', '的', '困难']"
什么是半逆流再生,1,"['什么', '是', '半', '逆流', '再生']"
半逆流再生是四床五塔式除盐系统离子交换处理的工艺流程为阳床脱碳阴床阳床阴床阴阳树脂均为强碱强酸性交换树脂第一台阳床及阴床装有较多的树脂可基本上除去所有的离子第二台阳床及阴床的树脂较少起精制作用再生时酸碱再生液分别先进入第二台阴阳床再串联至第一台的阴阳床进行再生各台交换器均采用顺流再生操作较简便此法具有分层再生的意思由于树脂失效时其型态排列阳床为型型型型当再生时按其反方向进行即型型型型这样的再生效率较高因为置换出来又可以继而置换出因此大大减轻了由来置换的,0,"['半', '逆流', '再生', '是', '四床', '五', '塔式', '除盐', '系统', '离子交换', '处理', '的', '工艺流程', '为阳床', '脱碳', '阴床', '阳床', '阴床', '阴阳', '树脂', '均', '为', '强碱', '强', '酸性', '交换', '树脂', '第一台', '阳床', '及', '阴床', '装有', '较', '多', '的', '树脂', '可', '基本上', '除去', '所有', '的', '离子', '第二台', '阳床', '及', '阴床', '的', '树脂', '较少', '起', '精制', '作用', '再生', '时', '酸碱', '再生', '液', '分别', '先', '进入', '第二台', '阴阳', '床', '再', '串联', '至', '第一台', '的', '阴阳', '床', '进行', '再生', '各台', '交换器', '均', '采用', '顺流', '再生', '操作', '较', '简便', '此法', '具有', '分层', '再生', '的', '意思', '由于', '树脂', '失效', '时其', '型态', '排列', '阳床', '为', '型', '型', '型', '型', '当', '再生', '时', '按', '其', '反', '方向', '进行', '即型', '型', '型', '型', '这样', '的', '再生', '效率', '较', '高', '因为', '置换', '出来', '又', '可以', '继而', '置换', '出', '因此', '大大', '减轻', '了', '由', '来', '置换', '的']"
负担取得了逆流再生相似的效益故称为半逆流再生此法适用于含盐量较高的除盐水处理但设备较多投资较大,0,"['负担', '取得', '了', '逆流', '再生', '相似', '的', '效益', '故', '称为', '半', '逆流', '再生', '此法', '适用', '于', '含盐量', '较', '高', '的', '除', '盐水', '处理', '但', '设备', '较', '多', '投资', '较大']"
什么是双层床离子交换处理,1,"['什么', '是', '双层床', '离子交换', '处理']"
双层床离子交换处理是将两种具备不同的相对密度不同的颗粒度和交换特性的树脂如强酸性和弱酸性阳离子交换树脂强碱性和弱碱性阴离子交换树脂放在同一个固定床离子交换器中进行的离子交换处理称为双层床离子交换处理由于所放的树脂不同故又可分为阳双层床和阴双层床之分双层床在运行的时候进水是从上而下的,0,"['双层床', '离子交换', '处理', '是', '将', '两种', '具备', '不同', '的', '相对', '密度', '不同', '的', '颗粒', '度', '和', '交换', '特性', '的', '树脂', '如强', '酸性', '和', '弱酸性', '阳离子', '交换', '树脂', '强', '碱性', '和', '弱', '碱性', '阴离子', '交换', '树脂', '放在', '同一个', '固定床', '离子交换', '器中', '进行', '的', '离子交换', '处理', '称为', '双层床', '离子交换', '处理', '由于', '所放', '的', '树脂', '不同', '故', '又', '可', '分为', '阳', '双层床', '和', '阴', '双层床', '之分', '双层床', '在', '运行', '的', '时候', '进水', '是从', '上', '而', '下', '的']"
双层床有如下特点,0,"['双层床', '有', '如下', '特点']"
有两种树脂同存于一个交换器中可以充分利用各种树脂的性能但在树脂的选择上要考虑利于分层和两种树脂的配比关系一般地弱酸碱树脂层高要占两层树脂总高的以上如两层树脂总高为则弱酸碱树脂高度要在以上如果树脂的分层困难可在两层树脂中间用隔板分开而成为两个室故又称双屋双层床,0,"['有', '两种', '树脂', '同存于', '一个', '交换器', '中', '可以', '充分利用', '各种', '树脂', '的', '性能', '但', '在', '树脂', '的', '选择', '上要', '考虑', '利于', '分层', '和', '两种', '树脂', '的', '配比', '关系', '一般', '地弱', '酸碱', '树脂层', '高要', '占', '两层', '树脂', '总高', '的', '以上', '如', '两层', '树脂', '总高为', '则', '弱', '酸碱', '树脂', '高度', '要', '在', '以上', '如果', '树脂', '的', '分层', '困难', '可', '在', '两层', '树脂', '中间', '用', '隔板', '分开', '而', '成为', '两个', '室', '故又称', '双屋', '双层床']"
提高了树脂的利用率工作交换容量和出水水质并且节约了酸碱耗量再生时新鲜的再生液先经过难以再生的强酸碱树脂然后再以废液来再生上层的弱酸碱树脂再生液能充分利用排出废液的浓度低易于中和处理,0,"['提高', '了', '树脂', '的', '利用率', '工作', '交换', '容量', '和', '出水', '水质', '并且', '节约', '了', '酸碱', '耗量', '再生', '时', '新鲜', '的', '再生', '液先', '经过', '难以', '再生', '的', '强', '酸碱', '树脂', '然后', '再', '以', '废液', '来', '再生', '上层', '的', '弱', '酸碱', '树脂', '再生', '液能', '充分利用', '排出', '废液', '的', '浓度', '低', '易于', '中', '和', '处理']"
节省离子交换设备减少设备的占地面积和投资,0,"['节省', '离子交换', '设备', '减少', '设备', '的', '占地面积', '和', '投资']"
防止树脂遭受有机污染但要注意再生时避免沉淀当在阳双层床用再生时及胶体硅的污染,0,"['防止', '树脂', '遭受', '有机', '污染', '但', '要', '注意', '再生', '时', '避免', '沉淀', '当在阳', '双层床', '用', '再生', '时及', '胶体', '硅', '的', '污染']"
如何进行双层床的再生操作,1,"['如何', '进行', '双层床', '的', '再生', '操作']"
双层床的再生操作有气压法水压法及低流速法三种与固定床逆流再生法相似但操作控制终点有所不同下面为气压法操作步骤,0,"['双层床', '的', '再生', '操作', '有', '气压', '法', '水压', '法及', '低', '流速', '法', '三种', '与', '固定床', '逆流', '再生', '法', '相似', '但', '操作控制', '终点', '有所不同', '下面', '为', '气压', '法', '操作步骤']"
小反洗操作当运行至树脂失效之后先从中排管道进水进行小反洗以松动树脂层清除上层树脂污物及中排管的涤纶网或塑料网上的悬浮物和碎树脂清洗至出水清净为止,0,"['小', '反洗', '操作', '当', '运行', '至', '树脂', '失效', '之后', '先', '从中', '排', '管道', '进水', '进行', '小', '反洗', '以', '松动', '树脂层', '清除', '上层', '树脂', '污物', '及', '中排', '管', '的', '涤纶', '网', '或', '塑料', '网上', '的', '悬浮物', '和', '碎', '树脂', '清洗', '至', '出水', '清净', '为止']"
放水操作停止小反洗后开中排管阀放水至中排管不出水为止,0,"['放水', '操作', '停止', '小', '反洗', '后开', '中排', '管阀', '放水', '至', '中排', '管', '不', '出水', '为止']"
顶压操作进气维持压力稳定在,0,"['顶压', '操作', '进气', '维持', '压力', '稳定', '在']"
再生操作再生剂用时含量流速控制在如用时先用含量后用流速控制在如用时先是含量流速控制后用含量流速控制时间要,0,"['再生', '操作', '再生', '剂用', '时', '含量', '流速', '控制', '在', '如用', '时', '先用', '含量', '后', '用', '流速', '控制', '在', '如用', '时', '先是', '含量', '流速', '控制', '后', '用', '含量', '流速', '控制', '时间', '要']"
置换操作置换流速与再生时相同对于阳双层床置换到酸度小于硬度小于对于阴双层床控制流速直至电导率小于碱度小于,0,"['置换', '操作', '置换', '流速', '与', '再生', '时', '相同', '对于', '阳', '双层床', '置换', '到', '酸度', '小于', '硬度', '小于', '对于', '阴', '双层床', '控制', '流速', '直至', '电导率', '小于', '碱度', '小于']"
正洗操作终点控制对于阳双层床硬度为酸度对阴双层床电导率,0,"['正洗', '操作', '终点', '控制', '对于', '阳', '双层床', '硬度', '为', '酸度', '对', '阴', '双层床', '电导率']"
运行操作阳双层床出水的或阴双层床出水电导率,0,"['运行', '操作', '阳', '双层床', '出水', '的', '或', '阴', '双层床', '出水', '电导率']"
,0,['nan']
,0,['nan']
双层床的反洗分层操作阳双层床运行周期左右阴双层床运行周期左右要进行大反洗一次大反洗初期强弱两种树脂发生混合经过左右反洗之后可以见到良好的分层然后停止大反洗操作让树脂沉降下来分层就更加明显了,0,"['双层床', '的', '反洗', '分层', '操作', '阳', '双层床', '运行', '周期', '左右', '阴', '双层床', '运行', '周期', '左右', '要', '进行', '大', '反洗', '一次', '大', '反洗', '初期', '强弱', '两种', '树脂', '发生', '混合', '经过', '左右', '反洗', '之后', '可以', '见到', '良好', '的', '分层', '然后', '停止', '大', '反洗', '操作', '让', '树脂', '沉降', '下来', '分层', '就', '更加', '明显', '了']"
什么是双室双层床离子交换处理,1,"['什么', '是', '双室', '双层床', '离子交换', '处理']"
在进行离子交换时吸附水中的不同离子与各种树脂的性能有很大的关系为了提高离子交换效率有时需要两种树脂相匹配来进行离子交换但在两种树脂混在一起时往往分层再生比较困难当树脂破碎时就更加不容易了同时各种树脂都有着不同的特点其再生或交换条件也各不相同为了避免这类缺点可在一个交换器内把两种树脂相互隔开成为两个室各室装一种树脂因此称为双室床为了避免各室的碎树脂堵塞布水装置并使再生剂分布均匀因此往往在一个室内在树脂上层加了一层颗粒度为密度为的惰性树脂层或聚氯乙烯塑料白球因而每个室就由一层是离子交换树脂另一层为惰性树脂或聚氯乙烯白球所组成故又称为双室双层床,0,"['在', '进行', '离子交换', '时', '吸附', '水中', '的', '不同', '离子', '与', '各种', '树脂', '的', '性能', '有', '很大', '的', '关系', '为了', '提高', '离子交换', '效率', '有时', '需要', '两种', '树脂', '相匹配', '来', '进行', '离子交换', '但', '在', '两种', '树脂', '混在', '一起', '时', '往往', '分层', '再生', '比较', '困难', '当', '树脂', '破碎', '时', '就', '更加', '不', '容易', '了', '同时', '各种', '树脂', '都', '有着', '不同', '的', '特点', '其', '再生', '或', '交换条件', '也', '各不相同', '为了', '避免', '这', '类', '缺点', '可', '在', '一个', '交换器', '内', '把', '两种', '树脂', '相互', '隔开', '成为', '两个', '室', '各室', '装', '一种', '树脂', '因此', '称为', '双室', '床', '为了', '避免', '各室', '的', '碎', '树脂', '堵塞', '布水', '装置', '并', '使', '再生', '剂', '分布', '均匀', '因此', '往往', '在', '一个', '室内', '在', '树脂', '上层', '加', '了', '一层', '颗粒', '度为', '密度', '为', '的', '惰性', '树脂层', '或', '聚氯乙烯', '塑料', '白球', '因而', '每个', '室', '就', '由', '一层', '是', '离子交换', '树脂', '另', '一层', '为', '惰性', '树脂', '或', '聚氯乙烯', '白球', '所', '组成', '故又称', '为', '双室', '双层床']"
什么是双室双层浮动床,1,"['什么', '是', '双室', '双层', '浮动', '床']"
双室双层浮动床交换器由上中下三块多孔板将交换器分为上下两个室上下多孔板装有单叠片式水帽中部多孔板装有双头叠片式水帽下部装弱性树脂上部装强性树脂而各室的树脂上部装有一层惰性树脂工作时具有浮动床状态采用逆流再生故称为双室双层浮动床,0,"['双室', '双层', '浮动', '床', '交换器', '由', '上中下', '三块', '多孔', '板', '将', '交换器', '分为', '上下', '两个', '室', '上下', '多孔', '板', '装有', '单叠', '片式', '水帽', '中部', '多孔', '板', '装有', '双头', '叠', '片式', '水帽', '下部', '装弱性', '树脂', '上部', '装强性', '树脂', '而', '各室', '的', '树脂', '上部', '装有', '一层', '惰性', '树脂', '工作', '时', '具有', '浮动', '床', '状态', '采用', '逆流', '再生', '故', '称为', '双室', '双层', '浮动', '床']"
运行时水是从交换器底部进入经过多孔板及水帽在水流的作用下先是下室的弱性树脂及惰性树脂被托起并在布水装置的上部形成一层左右厚的浮动状态层在浮动层的上部是压紧树脂层在此水与弱性树脂进行离子交换后穿过中间多孔板的双叠片式水帽在上室形成一定的流速也同样形成浮动的树脂层并在其上形成压紧的强性树脂层水在此再次进行离子交换经过处理的水从交换器顶部流出,0,"['运行', '时', '水', '是从', '交换器', '底部', '进入', '经过', '多孔', '板及', '水帽', '在', '水流', '的', '作用', '下', '先是', '下室', '的', '弱性', '树脂', '及', '惰性', '树脂', '被', '托起', '并', '在', '布水', '装置', '的', '上部', '形成', '一层', '左右', '厚', '的', '浮动', '状态', '层', '在', '浮动', '层', '的', '上部', '是', '压紧', '树脂层', '在', '此水', '与', '弱性', '树脂', '进行', '离子交换', '后', '穿过', '中间', '多孔', '板', '的', '双叠', '片式', '水帽', '在', '上室', '形成', '一定', '的', '流速', '也', '同样', '形成', '浮动', '的', '树脂层', '并', '在', '其', '上', '形成', '压紧', '的', '强性', '树脂层', '水在', '此', '再次', '进行', '离子交换', '经过', '处理', '的', '水', '从', '交换器', '顶部', '流出']"
双室双层浮动床的再生其再生剂是从交换器的顶部进入以一定的再生流速及浓度通过布水帽再经过惰性树脂层而使再生液均匀分布对压缩层强性树脂进行再生然后通过中间多孔板布水帽同样地对下室的弱性树脂进行再生使其恢复交换能力,0,"['双室', '双层', '浮动', '床', '的', '再生', '其', '再生', '剂', '是从', '交换器', '的', '顶部', '进入', '以', '一定', '的', '再生', '流速', '及', '浓度', '通过', '布水帽', '再', '经过', '惰性', '树脂层', '而', '使', '再生', '液', '均匀分布', '对', '压缩', '层', '强性', '树脂', '进行', '再生', '然后', '通过', '中间', '多孔', '板布', '水帽', '同样', '地', '对', '下室', '的', '弱性', '树脂', '进行', '再生', '使', '其', '恢复', '交换', '能力']"
双室双层浮动床的工作与交换时的流向相反故亦称为逆流再生但其流向又与固定床逆流再生工艺相反,0,"['双室', '双层', '浮动', '床', '的', '工作', '与', '交换', '时', '的', '流向', '相反', '故', '亦', '称为', '逆流', '再生', '但', '其', '流向', '又', '与', '固定床', '逆流', '再生', '工艺', '相反']"
如何进行双室双层浮动床的操作控制,1,"['如何', '进行', '双室', '双层', '浮动', '床', '的', '操作控制']"
双室双层浮动床的操作控制步骤简述如下,0,"['双室', '双层', '浮动', '床', '的', '操作控制', '步骤', '简述', '如下']"
成床开出水阀再开进水阀控制流速约左右即可成床此时因水质不稳定要先行排放经后取样分析当阳床出水硬度等于零钠度小于酸度小于阴床出水电导率小于硅根小于即为合格水进入水箱直至失效,0,"['成床', '开出', '水阀', '再', '开进', '水阀', '控制', '流速', '约', '左右', '即可', '成床', '此时', '因', '水质', '不', '稳定', '要', '先行', '排放', '经后', '取样', '分析', '当阳', '床', '出水', '硬度', '等于零', '钠度', '小于', '酸度', '小于', '阴床', '出水', '电导率', '小于', '硅根', '小于', '即', '为', '合格', '水', '进入', '水箱', '直至', '失效']"
落床树脂经过离子交换失效之后进行再生前的落床操作落床有压力落床放压落床及重力落床等方法为使树脂不乱层和树脂表面分布均匀以采用重力落床为好重力落床只需要关闭出水阀和进水阀树脂藉其重力自动落床时间约,0,"['落床', '树脂', '经过', '离子交换', '失效', '之后', '进行', '再', '生前', '的', '落床', '操作', '落床', '有', '压力', '落床', '放压', '落床', '及', '重力', '落床', '等', '方法', '为', '使', '树脂', '不乱层', '和', '树脂', '表面', '分布', '均匀', '以', '采用', '重力', '落床', '为', '好', '重力', '落床', '只', '需要', '关闭', '出', '水阀', '和', '进', '水阀', '树脂', '藉', '其', '重力', '自动', '落床', '时间', '约']"
再生置换正洗先配好左右浓度的再生液打开排水阀和进再生剂阀控制流速时间约然后关再生剂阀维持原来流速置换至再生液完全排出约再转入正洗将流速提高至正洗终点控制至出水达到合格水为止,0,"['再生', '置换', '正洗', '先配', '好', '左右', '浓度', '的', '再生', '液', '打开', '排水阀', '和', '进', '再生', '剂阀', '控制', '流速', '时间', '约', '然后', '关', '再生', '剂阀', '维持', '原来', '流速', '置换', '至', '再生', '液', '完全', '排出', '约', '再', '转入', '正洗', '将', '流速', '提高', '至正', '洗', '终点', '控制', '至', '出水', '达到', '合格', '水', '为止']"
反洗阳床经过周期左右阴床经过周期左右的运行后为了清洗树脂中的悬浮物或微生物以及漂洗细碎树脂可分别将树脂压入清洗塔进行反洗流速约为了提高清洗效果可以通以压缩空气要除油进行擦洗直至排出水从锈黄色变为清澈为止然后再压入交换器中进行再生操作,0,"['反洗', '阳床', '经过', '周期', '左右', '阴床', '经过', '周期', '左右', '的', '运行', '后', '为了', '清洗', '树脂', '中', '的', '悬浮物', '或', '微生物', '以及', '漂洗', '细碎', '树脂', '可', '分别', '将', '树脂', '压入', '清洗', '塔', '进行', '反洗', '流速', '约', '为了', '提高', '清洗', '效果', '可以', '通以', '压缩空气', '要', '除油', '进行', '擦洗', '直至', '排出', '水', '从', '锈', '黄色', '变为', '清澈', '为止', '然后', '再', '压入', '交换器', '中', '进行', '再生', '操作']"
什么是三室床,1,"['什么', '是', '三室', '床']"
在一个交换器内除了进出水布水装置之外用两块多孔板把交换器分成三部分空间也称三个室在上下两个室内装阳离子交换树脂中间一室装阴离子交换树脂这样的装置称三室床离子交换处理,0,"['在', '一个', '交换器', '内', '除了', '进出', '水布水', '装置', '之外', '用', '两块', '多孔', '板', '把', '交换器', '分成', '三', '部分', '空间', '也', '称', '三个', '室', '在', '上下', '两个', '室内', '装', '阳离子', '交换', '树脂', '中间', '一室', '装', '阴离子', '交换', '树脂', '这样', '的', '装置', '称', '三室', '床', '离子交换', '处理']"
由于普通混合床的阴阳树脂分层困难再生剂易使树脂受到污染有时放钠有时漏酸影响水质因此用三室床新工艺来代普通混合床可以免除树脂分层之难又可以提高出水水质,0,"['由于', '普通', '混合', '床', '的', '阴阳', '树脂', '分层', '困难', '再生', '剂易', '使', '树脂', '受到', '污染', '有时', '放钠', '有时', '漏酸', '影响', '水质', '因此', '用', '三室', '床', '新工艺', '来代', '普通', '混合', '床', '可以', '免除', '树脂', '分层', '之难', '又', '可以', '提高', '出水', '水质']"
